1.31538;34.1875;0.767771;65.8354
0.77767;65.8125;0.670363;66.5835
0.670814;64.5625;0.655903;65.8354
0.659126;65.8125;0.650552;66.0848
0.650956;65.875;0.644299;65.8354
0.645203;65.8125;0.640663;66.3342
0.640155;65.9375;0.636282;66.3342
0.635522;65.75;0.632807;66.3342
0.631134;65.9375;0.629109;66.3342
0.626936;65.9375;0.625801;66.3342
0.622904;65.9375;0.622492;66.3342
0.619023;65.9375;0.619396;66.3342
0.615285;65.9375;0.616376;66.5835
0.611683;66.1875;0.613504;66.5835
0.60821;66;0.610727;66.5835
0.604861;66.1875;0.608069;66.5835
0.601629;66.375;0.605508;66.8329
0.598511;67.25;0.603049;66.8329
0.5955;67.375;0.600683;66.8329
0.592592;67.5;0.598408;67.0823
0.589783;67.625;0.596219;67.581
0.587067;68.1875;0.594112;67.581
0.584442;68.5625;0.592084;67.8304
0.581903;68.6875;0.590131;68.0798
0.579447;68.75;0.588251;68.0798
0.577069;69.1875;0.586439;68.5786
0.574768;69.75;0.584694;68.5786
0.572538;70.125;0.583012;68.8279
0.570378;70.4375;0.58139;69.0773
0.568285;70.875;0.579826;68.5786
0.566255;70.6875;0.578318;68.5786
0.564287;71.125;0.576863;68.5786
0.562377;71.125;0.575459;68.8279
0.560523;71.5;0.574103;69.0773
0.558724;71.625;0.572795;69.0773
0.556976;71.9375;0.571532;69.5761
0.555278;72.125;0.570311;69.5761
0.553628;72.5;0.569132;70.3242
0.552025;73;0.567993;70.5736
0.550465;73;0.566892;70.5736
0.548948;73.0625;0.565828;70.8229
0.547472;72.875;0.564799;70.5736
0.546036;72.8125;0.563803;70.5736
0.544638;72.5;0.562841;70.8229
0.543276;72.8125;0.561909;71.5711
0.54195;72.75;0.561008;71.5711
0.540658;72.75;0.560135;71.5711
0.539398;72.4375;0.559291;71.5711
0.53817;72.4375;0.558473;71.0723
0.536973;72.4375;0.557681;71.0723
0.535805;72.6875;0.556914;71.0723
0.534666;72.6875;0.556171;71.0723
0.533555;72.75;0.555451;71.0723
0.532469;72.75;0.554753;71.5711
0.53141;73;0.554076;72.3192
0.530376;73.5625;0.553421;72.5686
0.529365;73.75;0.552785;73.0673
0.528378;74.125;0.552169;73.0673
0.527414;74;0.551571;73.5661
0.526471;74.4375;0.550991;73.3167
0.525549;74.25;0.550428;73.8155
